,Name,Publisher,Description,Total Episodes,URL
123,پادکست فارسی رادیو چرخ - Radio Charkh,Abbas Rezaei,هر اپیزود از رادیو چرخ نتیجه سرک کشیدن به گوشه ای از دنیای علم، تکنولوژی و مهندسیه...,8,https://open.spotify.com/show/6mtfAO0pLw3VUglK3wm86D
124,پادکست دونده,پادکست دونده,پادکستی درباره رپ ایران و جامعه,22,https://open.spotify.com/show/6JNxBj4r7NYv0UtnV7E2NB
125,پادکست لوترا | lootra Podcast,Seyyed Mahdi Hosseini,لوترا پادكستيه كه قصه‌های واقعی تبرستان و مازندران رو به نقل از منابع معتبر غیر فارسی روایت می‌کنه..,15,https://open.spotify.com/show/0yKaULkmFsoJIJeUMy5kI9
126,Hezartoo Podcast | پادکست هزارتو,معین فرخی، سارا شکوری,از جاهای قصه‌گویی حرف می‌زنیم,11,https://open.spotify.com/show/2Ao4WHYLBj5M6QfprUDBSc
127,Podchology | پادکست روانشناسی پادکولوژی ,Yasaman Aboodi,پادکستی در باب روانشناسی 🔱,6,https://open.spotify.com/show/488YiflOsdDRtyP4dnbvY6
128,Ravak | پادکست فارسی راوک,Rasoul,شنیدن داستان های خوب (داستان های کوتاه، کتاب های صوتی و معرفی کتاب),68,https://open.spotify.com/show/56n2cufKRcwhV57LOKWRP7
129, پادکست چم و خم | Chamokham,MAHID (Mahla & Vahid),شنیدنی‌هایی برای گذر از راه‌های پر پیچ و خم  در هر اپیزود از این پادکست ما چکیده ای از یک مقاله کاربردی رو براتون ترجمه و تعریف می کنیم.  مقاله ها بر این اساس انتخاب می‌شن که کمکمون کنن زندگی بهتری داشته باشیم از پس مشکلاتی که باهاشون رو به رو میشیم بهتر بر بیایم و در نهایت چم و خم کار دستمون بیاد و یکمی بهتر زندگی کنیم,42,https://open.spotify.com/show/2Q1gUyk86s3xIvlFvkDDq2
130,پادکست حقوقی دفیله | Defile Legal Podcast,ضرغام نره ئی,توی هر قسمت پادکستِ دِفیله، یه موضوع حقوقی‌ به زبان ساده و با نگاهی به قانون روایت می‌شه,15,https://open.spotify.com/show/4JQHY9AkqzYZ2JVzww9A9J
131,پادکست شور,مهدی شور,گفت و گو با آدم ها در مورد همه چی,32,https://open.spotify.com/show/0KN6USlQe5QiKP2Cz9gjSR
132,Safheye Namayesh | پادکست صفحه نمایش,PersianBMS,نمایش نامه. تئاتر. صحنه. بازیگر. کارگردان. این ها عناصر مهم یک کار نمایش صحنه هستند. اما شاید مهمترین عنصر یک نمایش نویسنده و اثر نمایشی اوست. چند نمایش نامه نویس می شناسید؟ تا به حال چند نمایش نامه خوانده اید؟ چند نمایش صحنه ای دیده اید؟ در صفحه نمایش با تعدادی از نمایش نامه نویسان بزرگ ایرانی آشنا می شوید و قسمتی از یکی از آثار آن ها را به شکل نمایش رادیویی خواهید شنید.,56,https://open.spotify.com/show/5HpSUcTCMHDy2s4qqo1UTq
133,پادکست فارسی مسیر,Pourya Ahmadi,مسیر یک مفهوم برای جمع آوری و گسترش حرف هاییه می‌تونه مارو به توسعه شخصی برسونه. ممکنه روشنگر راه باشه یا خود راه,12,https://open.spotify.com/show/55v9FAox2HibWv3iEnUU2O
134,باده پرست (پادکست حافظ خوانی),None,اینجا براتون حافظ می‌خونم و معنی می‌کنم ولی قول میدم شبیه کلاس‌های حوصله‌ سر بر ادبیاتتون نباشه.,16,https://open.spotify.com/show/740reM1bvDTlmtbZvPAFcZ
135,ZarafeSefid | پادکست فارسی زرافه سفید,Mahdi Parsa & Samira Raad,تو این پادکست براتون از زندگی تو سرزمین سرسبز افریقا و همچنین اتفاقا و داستانای بامزه ای که تو سفرای مختلف برامون افتاده حرف میزنم. با مهمونای دوست داشتنیمون درباره خاطرات و تجربیات مختلفشون گپ میزنیم تا دنیای متفاوتی رو از نگاهشون ببینیم. زرافه سفید بهونه ایه برای شروع پادکستمون از نایروبی. ارتباط با پادکست زرافه سفید: zarafesefid@gmail.com,8,https://open.spotify.com/show/7hFRkbKdSOdTOyySUHgzyu
136,Risman/ پادکست فارسی ریسمان,parsa masihi,روايت هاي جذابي كه هر كدام به اندازه يك رمان داستان دارند,28,https://open.spotify.com/show/49Y6Om3JeSHNIkoObB40We
137,پادکست حرف و کتاب با رعنا,rana rahimpour,خلاصه کتاب چطور با آدمهای بد قلق رفتار کنیم؟ قسمت اول,23,https://open.spotify.com/show/7jMlqzlvxJUGfIS3zN6J5a
138,پادکست روشنگری - کتاب های ممنوعه,روشنگری,در این پادکست کتاب های ممنوعه ای که شنیدنشان تابو شمرده می‌شود قرار داده می شود.,93,https://open.spotify.com/show/4fJDEd9KqbO2aCjBMlhsG3
139,پادکست ذوزنقه,ذوزنقه,این پادکست از صدا و نظرات شما ساخته می شود.,6,https://open.spotify.com/show/0YATopHQ6Y8GsL5H7rbgEg
140,Nahid Persian پادکست فارسی از ژاپن,seda nahid,این پادکست درباره خاطرات و تجربیات شخصی من از زندگی در ژاپن است. تفاوت های فرهنگی، چیزهایی که در این کشور آموختم و سختی ها و لذت های زندگی در ژاپن,12,https://open.spotify.com/show/4QCyfNqCK9TtzFwXvjhn1G
141,پادکست میوسن,miocene podcast,پادکست میوسن، تلنگرهایی به خودمون، با روایتهای چندلایه،کمی ذهن آزاد و اندکی وقت واسه شنیدنش کافیه,18,https://open.spotify.com/show/78dAWPSGcOs7i4tKOxgXFY
142,Dastane Ma | پادکست داستان ما,PerianBMS,در این مجموعه برنامه می‌خواهیم تا با هم شنونده قسمتی از قصه زندگی آدم ها باشیم، قصه‌ای که شاید داستان خود ما هم باشد یا شاید به ما کمک کند تا راحت تر به سمت ساختن دنیایی بهتر حرکت کنیم تو هر قسمت مهمان عزیزی داریم که به سادگی قسمتی از داستان زندگی خود را برای ما تعریف می‌کند و از دلیل و انگیزه تغییراتی که در زندگیش رخ داده است و فکر می‌کند داستان این تغییرات می‌تواند برای شنونده‌ها آموزنده و مفید باشد، حرف می‌زند,24,https://open.spotify.com/show/5FaxlZ2cQl3jXS89SRsPhY
143,Ghesseha Podcast | پادکست قصه‌ ها,Mozhdeh Fattahi | مژده فتاحی,قصه‌ها، پادکستی است برای شنیدن داستان‌های کوتاه ایرانی جریان‌ساز همراه با کمی بررسی‌های ادبی خوانشی متفاوت از کتاب «هشتاد سال داستان کوتاه ایرانی» چاپ کتاب خورشید,57,https://open.spotify.com/show/3uHfyJwuziCqgIPS44IsNQ
144,پادکست روانشناسی کودک و نوجوان ,Mj Jahangirzade,محمد جعفر جهانگیرزاده  دکتری روانشناسی؛مدرس دانشگاه,4,https://open.spotify.com/show/7KuxLZUG5ZFw6xpWEaWW0E
145,Argento: پادکست آرژنتو,Argento,💰در پادکست آرژنتو ما راجع به اقتصاد، پول و تاریخ صحبت می کنیم,1,https://open.spotify.com/show/2DQuvWqE5M5UyMhEJMt5cc
146,پادکست نمک,Ali Haghnia,پادکستی که کتاب هایی مفید را که دید بهتری برای زندگی به ما می دهند به زبان ساده توضیح می دهد,1,https://open.spotify.com/show/1nfcb6v8ORYDuAews7v9xW
147,رادیو پاد رپ اولین پادکست رپی ایران,Radio PodRap,با افتخار اعلام میکنیم که اولین گروهی هستیم که تو این سبک پادکست تولید میکنه....   ——————————————————————————————————————————————————————————    دو تا چنل یوتیوب داریم خوشحال میشم سابسکرایب کنین ——————————————————————————————————————————————————————————   کانال امیر ری اکت  https://www.youtube.com/AmirReact  کانال کاپیتان ری اکشن  https://www.youtube.com/channel/UCdO1z2gJ2P4Wm1C-g7OyNZA/featured  ——————————————————————————————————————————————————————————   اینستاگرام ما   https://www.instagram.com/Amir.React/  https://www.instagram.com/Captain_react/,3,https://open.spotify.com/show/76qAdjklbaufhfvKWhzCya
148,ketabgard | کتابگرد پادکست فارسی معرفی و پیشنهاد کتاب,Ketabgard کتابگرد,در هر قسمت از پادکست کتابگرد، یک مهمان کتاب‌خوان را دعوت می‌کنم و در مورد کتاب‌ها باهاش حرف می‌زنم. تلاش می‌کنم دنیای کتاب‌هایش را بیشتر بشناسم. بفهمم کتاب‌های محبوبش چیست؟ چه کتاب‌هایی را نصفه و نیمه رها کرده؟ داستان کتاب‌خوان شدنش را بشنوم و با عادت‌های کتاب‌خوانی‌اش آشنا شوم. در پایان سعی می‌کنم حدس بزنم چه کتابی را ممکن است دوست داشته باشد تا آن کتاب را بهش هدیه بدهم. امیدوارم لابه‌لای این گپ‌وگفت‌‌ها بتوانیم کتاب‌های خوبی برای خواندن پیدا کنیم.  اگر دنبال معرفی کتاب یا پیشنهاد کتاب برای خواندن هستید، این پادکست شاید برای شما مفید باشد. ایمیل : ketabgardpodcast@gmail.com توییتر:@ketabgardp,17,https://open.spotify.com/show/6SUThOgKG95EwWFjcfkKVh
149,پادکست کرنر,cornerpodcast,پادکست ما به دنبال بررسی مهم ترین اتفاقات جهان فوتبال است.ما در پادکست کرنر شما را به گوشه های کمتر پرداخته شده فوتبال جهان میبریم.,3,https://open.spotify.com/show/45zgPncmrj8NP9ZSS12ATc
150,اولیوم، اولین پادکست کنکور- Avalium,Ali Esmaeili Moqadam,در این پادکست ما از تجربیات خودمون یا مهمون‌هامون که می‌تونن دانشجو، دبیر یا مشاور باشن درباره کنکور سراسری صحبت می‌کنیم تا شما تجربیات واقعی افراد مختلف رو بشنوید.,13,https://open.spotify.com/show/63sYdZkHfjqPZTgjuFCeYS
151,Honar Darham I پادکست هنر درهم,HonarDarham,گفت‌و‌گوهایی درهم راجع به هنر! اگه به سینما، موسیقی، فشن و هنر از هر جنسی علاقه دارین، به هنردرهم گوش بدین تا یه عالمه نظر حرفه‌ای و غیرحرفه‌ای بشنوین!,2,https://open.spotify.com/show/2oiAianvJfX8C9SKDU6syy
152,Layers پادکست فارسی,Sina Khatib - Ali Mehdizadeh,خیلی خوبه وقتی جایی حرف های خاک خورده ته ذهنت بازگو میشه و خودت هم میتونی توش شریک باشی ؛ به عبارتی دگر  تعطیلاتی برای گوش های شما. هدف ما انتقال تجربست ؛هدف ما شنیده شدن سکوت هاست؛ تمام چیزهایی رو که در پادکست ما میشنوید، نتیجه ی مستقیم و بدون سانسور تجربه هاییه که اکثر آدم ها در اقیانوسش بالاخره شنا میکنند. چه هنوز در ساحلش باشید و چه در میان گرداب، مطمئن باشید که بعد از شنیدن، احساس بهتری خواهید داشت,7,https://open.spotify.com/show/4KUymbbhkJ3gd5CVnWNFAu
153,Daqayeq podcast / پادکست دغایغ,Tara Najafi,"دغایغ یک واژۀ ابداعیه. اولین واژه‌ای که کسی پیشنهاد داد. تارا که میزبان پادکست هست از چیزایی حرف می‌زنه که ذهنشو مشغول کردن. گاهی هم مهمون‌هایی پیدا می‌کنه که همین دغدغه رو دارند و با هم همراه می‌شن.  Daqayeq is a place in which we share our thoughts, feelings and what burdens we face as individual parts of the society",13,https://open.spotify.com/show/4dhx1QuyupL0wdABBjFXvs
154,پادکست فارسی پادوک | Podook,Podook,در پادکست پادوک خوانشی متفاوت از داستان‌ها و کتاب‌ها را بشنوید به‌همراه معرفی کتاب و نویسنده‌ی اثر.,14,https://open.spotify.com/show/5aumCp7VKX0H5UB0QuCMYF
155,Radio jedal /پادکست ورزشی رادیو جدال,Mohammad Mir & Sinoreh_Kt,گفتگو با چهره های ورزشی کشورمون,5,https://open.spotify.com/show/2qESisAIebdmF5oEezB14R
156,پادکست پا به راه,rasool fazeli,پا به راه یک پادکست مصاحبه ای در زمینه سفر و . گردشگری هست . در این پادکست، من با بهترین ایرانگرد ها و جهانگرد ها مصاحبه میکنم و اون ها مارو با خودشون به نقاط مختلف دنیا میبرن. پا به راه بهانه ای هست برای بیشتر و بهتر سفر رفتن,14,https://open.spotify.com/show/3ql7txLI1VtARtXaWNcLjU
157,DonadanPod | پادکست دُنادانپاد,DonadanPod,A podcast in Persian. یکی از ما ملانصرالدین و دیگری بهلول؛ شما؟ شما می توانید هرکسی باشید. به خودتان مربوط است... می خواهیم حرف بزنیم؛ بی آنکه ادعای خاصی داشته باشیم. دو انسان عادی، با تناقض ها و کشمکش هایی که هر روزه با آن دست به گریبان هستند. نه قرار است چیزی یاد بدهیم، نه قرار است چیزی یاد بگیریم. فقط می خواهیم حرف بزنیم؛ چرا که از عمل کردن می ترسیم.  راه ارتباط با ما: https://www.instagram.com/Donadanpod/ https://t.me/DonadanPod,31,https://open.spotify.com/show/6cflJz6qJrgHNK7yAP1TIV
158,پادکست فارسی رادیو گوریل,Siavash,در رادیو گوریل در هر برنامه با یک مهمان درباره موضوعاتی که فکر می‌کنم هیجان‌انگیز هستند گپ می‌زنم. البته با صرف قهوه. به رادیو گوریل در پلتفرم‌های مختلف پادکست از جمله اپل پادکست، گوگل پادکست و اسپاتیفای گوش دهید. 🎙🦍,1,https://open.spotify.com/show/4giKzazy8wTLGFYi3JG4PH
159,Cafe Honar | پادکست کافه هنر,PersianBMS,کافه هنر، یه مکان دنج و خلوته، که فارغ از مشغله‌های روزمره، هر هفته روزهای جمعه می تونیم دور هم بشینیم و یه گپ هنری بزنیم. و اینجوریاست که تا به خودت میای، می بینی که به هنر علاقه‌ مند شدی و شاید هم در آینده، شدی یه هنرمند حرفه ای.,35,https://open.spotify.com/show/6DxTSQjSdeNxMyuNJh5Din
160,Aftab e Binesh | پادکست آفتاب بینش,PersianBMS,در این برنامه به معرفی مختصر بعضی کتب بهائی خواهیم پرداخت. یعنی آثار حضرت باب، حضرت بهاءالله، حضرت عبدالبهاء، حضرت ولی امرالله و نیز بعضی آثار دیگر اندیشمندان بهائی. شنبه ها از رادیو پیام دوست,52,https://open.spotify.com/show/3pDMNMjc43P5zaAM2ItB90
161,پادکست نامه‌ها,Ali Ashna,‏‏‏جایی برای خواندن نامه‌ها و تعریف کردن ماجراهای آن‌ها  📮✉📜🎙🎧,12,https://open.spotify.com/show/4V67tZXpGJfv4fv9Alsaji
162,پادکست سینمایی آریامووی,Ariamovie,تنها پادکست سینمایی هفتگی فارسی زبان که به بررسی اخبار روز دنیای فیلم و سریال می پردازد,10,https://open.spotify.com/show/5kPRhqxlTbSdI4gx70cTYH
163,پادکست انگیزشی و ژرف‌اندیشی دارما موتیویشن | Dharma Motivation Podcast,Ali Delshad,در پادکست دارما موتیویشن، سعی می کنیم با کارآفرین‌ها، افراد موفق و انسان های عمیق چه در زمینه کاری و چه در زمینه خودشناسی و نوع نگاه به زندگی صحبت کنیم و با زندگی و عقایدشون آشنا بشیم. این پادکست در دو موضوع مصاحبه و گفتمان منتشر میشه. در اپیزودهای مصاحبه رویکرد آشنایی با کارهای فرد و طرز تفکرشون هست ولی رویکرد گفتمان‌ها، تبادل نظر و یک تعامل دو طرفه و گپ و گفت کاملا فی البداهه است.  دارما مدیتیشن : https://castbox.fm/ch/3116458  دارما کلینیک : https://castbox.fm/vc/3505885  اگر از پادکست دارما لذت بردین و تجربه خوبی داشتید، اونو با دیگران هم به اشتراک بگذارید.  :سایت دارما www.dharmapodcast.ir  :اینستاگرا دارما www.instagram.com/dharmapodcast  :اینستاگرام دارما کودک www.instagram.com/dharmakidspodcast  #پادکست_انگیزشی #موتیویشن #دارما_موتیویشن #دیپ‌تاک #ژرف‌اندیشی #دارما #بیزنس #کارآفرینی,6,https://open.spotify.com/show/0aslEbqmSj69VDREwglbkU
164,Pandha Va Peymanha | پادکست پندها و پیمان‌ها,PersianBMS,پادکست پندها و پیمان‌ها,13,https://open.spotify.com/show/4h9fS5TceKt686TnEE07zG
165,پادکست پرسه زنی در بازار,mehdi70501002,پرسه زنی در بازار جاییه که من درباره مفاهیم مربوط به بازار سرمایه و رویدادهای روز اون حرف میزنم، موضوعاتی که در این زمینه برام جالبه.,51,https://open.spotify.com/show/3Y6CNZoafmpcDrMsLBu8q2
166,پادکست انسو | Enso Podcast,Ehsan Tarighat,پادکست انسو حول پرسش‌هایی است که می‌تواند به عمیق‌تر فکر کردن ما درباره خود و دنیای اطراف ما مطرح شود. ما در پادکست انسو باور داریم که صحبت کردن از این موضوعات و دغدغه‌ها می‌تواند به ساخت جامعه‌ای بهتر کمک کند.,12,https://open.spotify.com/show/4p5p3woakEy2gxuRkWQrT3
167,پادکست وحید درزی,وحید درزی,پادکست های وحید درزی در حوزه بورس و بازار سرمایه معامله‌گر و مدرس برتر بورس و بازارهای مالی داخلی و خارجی تریدر ایرانی مقیم اسپانیا,9,https://open.spotify.com/show/5BxngJqrN8uKqv2nKPap8z
168,Black Skull Podcast - پادکست جمجمه سیاه,Ebrahim Shafiei,اولین پادکست هکری ایران,1,https://open.spotify.com/show/65Jyr6UYtgXeIwM8a8BWuF
169,ADHD -پادکست فارسی پرش فکری,Amirsam Kalhor,من یک مقدار ادم ساکتیم... اما وقتی شروع میکنم به حرف زدن پرش فکری عنصر اصلی حرفامه...از این شاخه به اون شاخه اینجا تنهایی یا با مهمانم راجع به همه چی حرف میزنیم سینما. هنر. موسیقی.عشق.زندگی.اندوه.علم و تخیل. جامعه و خلاصه همه چی...,17,https://open.spotify.com/show/7GqQwrV1gejRvS2hhcB9T7
170,Podcast M.D. for medical students By Erfan Sheikhbahaei|پادکست مشاوره پزشکی ام دی با عرفان شیخ بهایی,Erfan Sheikhbahaei ,اولین پادکست مشاوره ای برای دانشجویان پزشکی سراسر کشور جهت تحصیل و زندگی بهتر در اختیار قرار دادن تجربیات مفیدم که به خاطرشون کچل شدم از سیر تا پیاز پزشکی آنچه باید بگویند ولی نمی گویند را از من بشنوید همین,40,https://open.spotify.com/show/08dmRShQzrrjQsaUBakjGw
171,Scrooge Podcast | اسکروج پادکست,Scrooge,در هر قسمت اسکروج یک موضوع چالش‌برانگیز مطرح، و سعی می‌کنیم با کمک علم اقتصاد، سیاست و غیره به شیوه روایت داستان‌های واقعی بهش پاسخ بدیم,10,https://open.spotify.com/show/0gw2OGlLSYWYHVdlqYO2ci
172,پادکست فارسی کافه میم | Cafe MiM,MiM Moshreffi,🛑 برای گوش دادن اپیزودهای کافه میم حتما فیلترشکنهاتونو روشن کنید. 🛑  پادکست کافه میم؛ یکی از قدیمی ترین پادکستهای درحال انتشار ایران است، که در ژانر ادبیات/داستانی منتشر می شود. نویسنده ی این پادکست ،محمدحسین مشرفی، شاعر دو مجموعه شعرفارسی و برنده ی جایزه ی «Spectrum Award of Ohio» میباشد.,66,https://open.spotify.com/show/3EUk2ZPZi2VdEzEIwotBBX
173,میلارد - پادکست آموزشی پژوهشی قهوه تخصصی | Maillard speciality coffee podcast,dotamim,"Hi everybody this is MAILLARD PODCAST by SAEED ABDINASAB , good Day,  speciality coffee podcast is podcast in 2 languages in the same time, you will have access to them on Tehran podcast, podcast iTunes, sound cloud and our website: www.maillardreaction.org also all the podcast host sites, the mentioned topics in podcasts are about the specialty coffee and we talk about basics first with references to be clear ,  defiantly  as we moving forward we will have more difficult topics . We tried not to be subjective but at the same time when we talk about difficult topics we need different and decent ideas. that you can help us in this.  this kind of podcast doesn’t have a special audiences, its proper for both coffee professionals and coffee lovers or even home barista I hope you enjoy.  These independent efforts can be continuous with your support and ideas you can share your opinion through email or direct messages with me, so keep in touch|  پادکست آموزشی قهوه تخصصی میلارد رو میتونید از",15,https://open.spotify.com/show/44wIY7JEyIcL8nCEJXRS5N
174,پادکست فارسی کشورگرافی پادکست تاریخ و فرهنگ و جغرافی کشور های جهان با زبان و آهنگ طنز و سفر در خواب ,پادکست فارسی کشورگرافی,پادکست فارسی کشورگرافی با پادکست فارسی کشور گرافی به کشور های جهان سفر کنید به کمک طنز و سونوگرافی ما در این رادیو پادکست فارسی جغرافيايي سعی می‌کنیم شما رو با فرهنگ، تاریخ، جغرافیا و جاذبه های جهانگردی اون کشور ها آشنا کنیم و به یک مسافرت شیرین و خیال انگیز ببریم. برای تعبیر خواب ژاپن، افغانستان، ایران، آمریکا، برزیل، آفریقا، شرق و غرب و جنوب و شمال اروپا، کره، عربستان، آرژانتین و همه جا با ما همراه باشید. https://keshvargraphy.com/,20,https://open.spotify.com/show/4mJKLQvpFHotRgcbD17Q8K
175,پادکست ملکوت | Malakoot_Podcast,Hamidreza Faryaghoobi,در ساعت ۱۱ شب چهارشنبه آن هفته، جن در آقای مودت حلول کرد    پادکست ملکوت را در کست‌باکس و اینستاگرام دنبال کنید  از تابستان ۱۴۰۰ هر چهارشنبه ساعت ۲۰:۰۰  این پادکست رایگان در اختیار شما قرار می‌گیرد  شما می‌توانید با استفاده از لینک دونیت موجود در اینستاگرام این پادکست (Malakoot_Podcast@) از تیم تهیه و تولید این پادکست، حمایت مالی کنید.,2,https://open.spotify.com/show/4Wuq8gf0L8gQt8rQ6Oz1iw
176,پادکست فارسی آیدا می‌خواند · Aida Mikhanad,Aida Kohandel,داستان‌هایی از نویسنده‌های مختلف رو برای شما می‌خوانم,2,https://open.spotify.com/show/31ER7Jcd8Gg2RCSC8vJjxk
177,پادکست برابری,Arseh Sevom,پادکست برابری، مجموعه‌ای ۹ قسمتی با عنوان «شورای نگهبان یکی از موانع دموکراسی در ایران» است که از امروز، هر هفته در وب‌سایت عرصه سوم، «کست‌باکس»، «آی‌تونز» و دیگر اپلیکشن‌های ویژه پادکست منتشر خواهد شد.,11,https://open.spotify.com/show/2woYKq5qcD1TTyH0qsKgcD
178,پادکست سه نقطه,Dena Farhang,درهر قسمت این پادکست یک داستان کوتاه از یک نویسنده ی معروف می خوانم و کمی در موردش حرف می زنم.,28,https://open.spotify.com/show/6A2M6KuCZYemLKFbAJntwB
179,پادکست تکامل,Aidin Eslami,با هم تکامل پیدا کنیم,20,https://open.spotify.com/show/2BQW2WzgAe54Yw8pCJhjQY
180,پادکست مفر | Mafar Podcast,Mafar Podcast,اینجا از مکان هایی که بهشون سفر کردم میگم مفر همون سفره که سفر همون مفره...,1,https://open.spotify.com/show/38hd3miGJ9ms9P3AEtkGJt
181,پادکست فارسی روش,Nima Ghazi,همکاری پایه قدرت در جهانه. کشورها و سازمان‌هایی قدرتمند می‌شن که بتونن شکل موثری از همکاری رو به وجود بیارن. در پادکست روش می‌خوایم به کشف راه‌های موثر همکاری برسیم، با کمک روایت. من نیما قاضی هستم، کارآفرین، کوچ و جستجوگر. این پادکست رو با همکاری مریم کریمی، فرشید نجاریان و سعیده مقدسی تهیه و تولید می‌کنیم.,3,https://open.spotify.com/show/5AVJYIZVN8WGVNF8P18lHR
182,Panj Kanz | پادکست پنج کنز,PersianBMS,یکی از آثار حضرت بهاءالله گفتار شفاهی ایشان است که توسط نبیل زرندی مورخ بهائی که خود در حضور آن حضرت بوده جمع آوری شده و به تایید حضرت بهاءالله رسیده است. استاد وحید خرسندی طی سه برنامه که در روزهای اول و نهم و دوازدهم عید رضوان پخش می شود به سوالات آزاده جاوید در این مورد پاسخ می دهد,3,https://open.spotify.com/show/3fEzBylf49nUPzaVDp9cQ0
183,پادکست مدیریت زمان و برنامه ریزی / سجاد سلیمانی,مدرسه زمان - سجاد سلیمانی - آموزش مدیریت زمان,در یک دوره آموزشی سه ماهه تلاش میکنم 91 تمرین مدیریت زمان و برنامه ریزی بسیار ساده و کاربردی را به شما آموزش بدهم فیلم کلیه قسمت‌ها به همراه متن و کتابچه دوره را از آدرس زیر دانلود کنید و ببیند: https://sajadsoleimani.com/91-time-management-techniques/ با مهر - سجاد سلیمانی,34,https://open.spotify.com/show/0S5IFQEhvzw9IlBzJkGGS5
184,Aminoofsky | پادکست فارسی امینوفسکی,Amin Houshmand,اینجا در مورد سرگرمی صحبت میکنم. در مورد کتاب، فیلم، سریال، بازی و چیزهایی که در مورد سرگرمی. همینطور میتونید مطالب آموزشی در مورد مسائل عمومی و تخصصی هم پیدا کنید  میتونید ویدئوها رو در کانال یوتیوب من ببینید,8,https://open.spotify.com/show/02xT2llmMfZkJG23FTbXaY
185,پادکست ایندیپندنت فارسی,indypersian,پرونده، پادکست هفتگی ایندیپندنت فارسی است که فراتر از اخبار روزانه نگاهی متفاوت به موضوعات مهم مربوط به ایران دارد,5,https://open.spotify.com/show/0ipTlzf1lyFAcDXlaVQSCp
186,Fight Era Podcast - پادکست عصر مبارزه,Drowninwhale & Bamdad Dadman,پادکست عصر مبارزه - اخبار، تحلیل و پیش بینی دنیای UFC و MMA (هنرهای رزمی ترکیبی) اولین پادکست فارسی درباره دنیای UFC و MMA  Telegram : http://t.me/FightEra Twitter : https://twitter.com/thisismmaera Instagram : http://instagram.com/FighteraPodcast,47,https://open.spotify.com/show/5vqgAdjz9rCWM1Nz9mwZas
187,داملا، پادکست آموزش ترکی استانبولی | Damla Turkish Podcast,Ali,داملا پادکست آموزش زبان ترکی استانبولی هستش، روش یادگیری در داملا بر اساس تجربیات روزمره و زندگی در ترکیه بوده و سعی شده از مکالمات پر کاربر استفاده بشه. ما برای اینکه بتونیم ترکی رو با لهجه سلیس و درست آموزش بدیم فقط از اشخاصی که در ترکیه بدنیا اومدن و ترکی زبون مادریشون محسوب میشه استفاده می کنیم.  برای آشنایی بیشتر با داملا به سایت و اینستاگرام ما مراجعه کنید : www.damlapodcast.ir http://instagram.com/damplapodcast,3,https://open.spotify.com/show/0D01rHlz7PeHDXN8tf3Nel
188,آرام پادکست,محمد مقامیان زاده,آرام پادکست کانالی با محتوای انگیزشی واجتماعی می باشد. موفقیت، اراده، مدیتیشن، زندگی نامه ی افراد موفق وبسیاری دیگر از موضوعات انگیزشی را شامل می شود. هدف آرام پادکست بهبود وارتقای وضعیت روحی وفکری شماست امیدوارم هستم که مورد رضایت شما عزیزان واقع بشود با تشکر آرام پادکست,7,https://open.spotify.com/show/6ZKqF9FLQyo4ZurD41UchC
189,پادکست فارسی کتاب های موفقیت,پدرام فرهانی,سلام,1,https://open.spotify.com/show/3Xff7Ii3jELcAOu4Skwy1L
190,پادکست فارسی یک پنجره YekPanjare,Ata Sadeghi,در هر قسمت از پادکست فارسی یک‌ پنجره، یک جستار یا تجربه‌ی شخصی یک نویسنده یا خبرنگار را روایت می‌کنیم,8,https://open.spotify.com/show/7jaHDvXaiGEDOHtqS7s4XM
191,پادکست فاصله,Pegah Madani,روانکاوی در بستر زندگی روزمره,9,https://open.spotify.com/show/5LL9XyP7XG1noBMHzOEog9
192,رادیو ترسیم پادکست معماری tarsim,مرتضی محمدخانی,سلام من مرتضی محمدخانی هستم. در رادیو ترسیم میخوام در رابطه با متریالهای مورد استفاده در معماری ساختمان و طراحی داخلی وجزییات دکوراسیون و هزینه هاشون و موارد اجرایی ساختمان صحبت کنم,20,https://open.spotify.com/show/27xVxK9KAxJIbKGDDmgkJt
193,پادکست اورانیوم,abolfazl ezatabadipour,پادکست اورانیوم پادکستی که در اون میخوایم درباره موضوعاتی که درباره اونا شنیدیم ولی اطلاعات زیادی در موردشون نداریم رو توضیح بدیم پرونده های جنایی اشخاص جنگ ها و هرچیزی که در زمانی جنجال داشته با ما باشید...,2,https://open.spotify.com/show/25CYp5zGczqyhXjTfyV3wy
194, پادکست فارسی | sanjaghak,Adam Mamuli,رسانه شنیداری سنجاقک  مجموعه ای از؛ فایلهای کوتاه انگیزشی تکه های برگزیده از کتابهای با ارزش و هر مطلبی که بتونه به زندگیمون کیفیت بیشتری بده  تقدیم به تمام پارسی زبانان جهان,5,https://open.spotify.com/show/5SBwHjB0ibOvOXi5Uu331K
195, پادکست_رادیومهر,Babak Safvat,مرکز جهانی مولانا در شهر آنجلس امریکا- سال تاسیس ۲۰۱۷- برگزاری دهها همایش و ساخت دهها فیلم و سی و دی از دستاوردهای این مرکز است  همچنین نخستین رادیوی عرفانی با نام « رادیو مهر » بصورت هفتگانه راه اندازی گردیده که در همین کانال نیز قابل شنیدن است. خواهشمند است کانال را به دوستان علاقمند به مبانی عرفانی معرفی فرمایید.  همچنین تولیدات این مرکز را می توانید علاوه بر این کانال در یوتیوب و اینستاگرام و سایت مرکز با نام مرکز جهانی مولانا مشاهده فرمایید,20,https://open.spotify.com/show/4FXkZ2w7BoP8TGrNHtdtSz
