,Name,Publisher,Description,Total Episodes,URL
52,انگیزشی پادکست انگیزشی با مهیار اکبری یک حس خوب,Mahyar Akbari,دانلود انبوهی از پادکست های انگیزشی مهیار اکبری فایل های صوتی انگیزشی و ویس های انگیزشی از سایت و چنل تلگرام یک حس خوب.  وبسایت حس با انبوهی از مطالب الهام بخش : website : yekhesekhob.com کانال رویایی حس در تلگرام : telegram : t.me/yekhesekhob اینستاگرام حس با کلی عکس نوشته شیک الهام بخش :‌ insta : instagram.com/yekhesekhob,10,https://open.spotify.com/show/4WP07HtUp4e8Ra7a65vpO6
53,پادکست می ـ خوانش حکمت زندگی شوپنهاور | Mey,Hesam Ipakchi,پادکست می در موضوع حکمت زندگی به روایت حسام ایپکچی است.اپیزودهای می، کوتاه و جرعه‌جرعه است و در فصل اول (خُم نخست) به کتاب «در باب حکمت زندگی» نوشته آرتور شوپنهاور پرداخته خواهد شد. منابع اصلی و فرعی استفاده‌شده در این پادکست را می‌توانید در این نشانی ملاحظه کنید:https://mey.ir/sourcesهمچنین برای دسترسی به متن اپیزودها یا اطلاعات تکمیلی و درج سوالات و پیشنهادها در سایت می میزبان شما هستیم: https://mey.ir Hosted on Acast. See acast.com/privacy for more information.,44,https://open.spotify.com/show/6HWEMCqUOyTmFdOkoRS722
54,پادکست جنون Junoonpodcast,شهاب جعفری,پرونده‌های جنایی همیشه پر از خشونت، تهوع و خون نیستند. حل کردن یک معمای جنایی شاید چیزی شبیه قدم زدن در مکانی ناشناخته است؛ با پادکست جنون هر ماه یک داستان جنایی، یک پرونده، یک سفر,36,https://open.spotify.com/show/31rGdfEXF0Hes5JApDtI5M
55,پادکست قصه گو,Soroush H.,پادکستی برای شنیدن قصه های کوتاه  از طریق این لینک می تونید به لینک ما در تمام پادگیرها، راه های تماس و صفحات ما در شبکه های اجتماعی دسترسی پیدا کنید  https://hy.page/ghessegoo,42,https://open.spotify.com/show/7jLjHczgi1oWkdEB7MocsC
56,رواق / Ravaq,Farzin Ranjbar,می‌ترسید بی‌آنکه بداند می‌ترسد. غمگین بود بی‌آنکه بداند از چه. می‌خواست برود، بی‌آنکه بداند به کجا. دلتنگ بود، بی‌آنکه بداند برای که. _ پادکست رواق با رویکردی روانشناختی به اگزیستانسیالیسم می‌پردازه و ساده‌تر از اسمش، ریشه‌ی بسیاری از احساسات عمیق آدمی رو واکاوی می‌کنه، غمها، ترسها، آرزوها. هدف رواق کشفِ فردیِ مخاطبان از ابعادِ زیستِ اصیله و من با تکیه بر آثار اروین یالوم، در این مکاشفه همراه شما هستم. _ من فرزین رنجبر هستم.,57,https://open.spotify.com/show/1ssURAQVM075a24aNphUzV
57,پادکست گوشه,Gooshepod,پادکست گوشه همان رادیوسرگذشت سابق است و گوشه‌ای‌ست برای شنیدن تاریخ موسیقی ایران,30,https://open.spotify.com/show/3h4QLb3PIBVO6EFeoFCiUW
58,DOX Podcast|پادکست داکس,Peyman Bashar Doost,من پیمان بشردوست هستم. در مورد کنجکاویهام تحقیق میکنم و یافته هام رو در پادکست داکس براتون تعریف میکنم. فیلم مستند زیاد میبینم و خیلی اوقات مستندهای جذابی که دیدم بهانه ساخت اپیزودهام بوده.داکس مخفف واژه انگلیسی داکیومنتریز به معنی «مستندها» است. Hosted on Acast. See acast.com/privacy for more information.,51,https://open.spotify.com/show/4PRV1w16TrOH5Iowf6iKfK
59,تاریخ شفاهی ایران,Sa,پروژهٔ تاریخ شفاهی ایران نام برنامه‌ای برای مصاحبه با عده‌ای از ایرانیانی است که در تاریخ معاصر نقشی داشته‌اند. این برنامه به ابتکار حبیب لاجوردی در دانشگاه هاروارد انجام گرفت. مصاحبه‌ها عمدتاً توسط لاجوردی و دیگر همکاران او انجام شده‌است. در مجموع با ۱۳۴ نفر مصاحبه شده‌است,336,https://open.spotify.com/show/3F0TmWSSyW8Yhqqx9EF49b
60,پادکست فارسی اكوكست/Echocast,Faranak AmirEbrahimi,پادکست اِكوكَست / Echocast/ روایتی از داستان های کهن و سفرنامه های قدیمی به زبان امروزی,123,https://open.spotify.com/show/0y4QcbEEWviZSwgerNpwew
61,پادکست فارسی یک پرونده ، روایت جنایی از زبان متهمین پرونده ها ,یک پرونده یک روایت پادکست جنایی فارسی,خلاصه ای از پرونده های جنایات رخ داده در تهران بزرگ و کرج قتل و جنایات تجاوز زورگیری  خیانت اعتیاد مصرف مواد مخدر شیشه هریون تریاک آدم ربایی دزدی و...  ( تنها صفحه رسمی برنامه )  جهت مشاهده تصاویر فیلم ها و توضیحات بیشتر پرونده ها حتمی به کانال ما در یوتوب سر بزنید.,49,https://open.spotify.com/show/3ZgT60que9QLg1iBITbqZT
62,Rosva / پادکست رسوا,Poorya Firooznejad,در پادکست رسوا، سفر می‌کنیم به دل تاریخ تا حقیقت جذاب‌ترین معماها رو کشف کنیم. تو این پادکست از مرگ‌های مشکوک و تناقض‌های علمی گرفته تا گزارش‌ها و‌ اتفاقات عجیب رو برای شما روایت می‌کنم. محتوا و روایت : پوریا فیروزنژاد,24,https://open.spotify.com/show/2J8hzj4P4hnH4E8KUnf69t
63,پادکست حرف و کتاب با رعنا,rana rahimpour,اینجا کتاب می خونیم و حرف می زنیم. فکر می کنیم و یاد می گیریم و از اختلاف نظر نمی ترسیم... هر ایده ای حق شنیده شدن و هر موضوعی ارزش به بحث گذاشته شدن رو داره,46,https://open.spotify.com/show/2cwNf5IAed3ikVvN715r5r
64, پادکست فارسی رادیو هزارسرو - یک درصد بهتر! | hezarSarv,Reza Baleghi | رضا بالغی,تو هزار سرو در مورد روش‌هایی که برای آرامش، دیسیپلین، کار روی عادت‌ها و باورها یاد می‌گیرم صحبت می‌کنم! و گاهی موزیک‌های بی کلامی که گوش می‌کنم و حس خوبی ازشون می‌گیرم رو باهاتون به اشتراک می‌ذارم!  **هزارسرو حامی رشد آهسته، تلاش و نظم هست و به شدت از توصیه‌های انگیزشی کتاب/کانال/سمینارهای خودیاری امروزی که پر از توصیه‌های آرمانی هستند اجتناب می‌کند.,65,https://open.spotify.com/show/6uMvDwf2T83uS4JjiKQNVT
65,MimmPodcast | پادکست میم,مهدی عباسی,روایت فارسی برترین مقاله‌های روزنامه‌نگاری از معتبرترین نشریه‌های دنیا Hosted on Acast. See acast.com/privacy for more information.,35,https://open.spotify.com/show/3fhdKnBff6n8gQpB5eXDM1
66,Reading Ferdowsi فردوسی خوانی,Amir Khadem,پادکست برای دوستداران مبتدی شاهنامه,196,https://open.spotify.com/show/0hBTXJnPiAJAEGRg4ybqz1
67,پادکست – جادی دات نت | کیبرد آزاد,Jadi,در دفاع از آزادی کیبرد,20,https://open.spotify.com/show/2la9aW3sYTNjxVaaRXj8u4
68,پادکست طنز اسطوراخ,ostooraakh,تو پادکست اسطوراخ داستان‌های اساطیری تمدن‌های مختلف دنیای باستان رو تعریف می‌کنم. خدایان و موجودات عجیب و غریب رو معرفی می‌‌کنم و میگم که با خودشون،دنیا و انسان‌ها چه کارهایی که نکردن.,17,https://open.spotify.com/show/3KKonOKBg8m610WF7F63Cz
69,وقت خواب | پادکستی برای رفع بی خوابی,لویی و دوستان,پادکست وقت خواب ، رسما لالایی برای بزرگسال محسوب میشه. پیشنهاد میکنیم پادکست ما رو فقط موقع خواب یا وقتی که بیخواب یا بدخواب شدید بشنوید. توی این پادکست ، انقدر به صحبت های کسل کنندمون ادامه میدیم تا آشفتگی های فکریتون یادتون بره و خوابتون ببره.,8,https://open.spotify.com/show/5c27xgMZdXaSzAxbfclEFN
70,Radio chehrazi - رادیو چهرازی ,radio chehrazi,رادیو چهرازی پادکستی است که در سال ۱۳۹۲ ضبط شد. ایده ی آن این است که گویی عده‌ ای از بیماران آسایشگاه چهرازی (ابراهیم چهرازی) رادیویی ضبط می‌ کنند. داستان زندگی چند نفر به نام های علی، حبیب، جمشید و دلبر (دختری که همه ی بیماران آسایشگاه عاشق او هستند) با کاراکتر هایی به یاد ماندنی و دوست داشتنی با موضوعات احساسی و اجتماعی در یک آسایشگاه روانی واقع در تهران است.  https://anchor.fm/s/91e1a78/podcast/rss,27,https://open.spotify.com/show/7C9Y7jvrI21CSAG3JedDcV
71,فلسفه علم,cheraghprize,علم چیست؟ پاسخ این سوال به ظاهر ساده، تعیین کننده‌ی چیزهای سرنوشت‌سازی در دنیای ماست؛ از اینکه چرا باید واکسن بزنیم یا نزنیم یا چرا باید به علم اعتماد کنیم یا نکنیم تا اینکه چرا طالع‌بینی شبه‌علم است و شیادی. پاسخ به این سوال، نسبت ما را با عقلانیت، متافیزیک، تکامل، مه‌بانگ، پزشکی، علوم انسانی، تکنولوژی و حتی توسعه و پیشرفت و مدرنیته هم مشخص می‌کند. از این‌رو «فلسفه‌ی علم» شاید تنها یک شاخه تخصصی برای دانشگاهیان نباشد، بلکه دانشی است که سطوحی از آن برای هر انسانی ضروری است؛ انسانی که می‌خواهد در جهان پر سر و صدای امروز آزموده، اندیشورزانه و عاقلانه زندگی کند. درباره‌ی «علم مدرن» در جامعه‌ی ما بسیار کم گفت‌وگو شده است و این،‌ عدم فهم یا فهمی پریشان و مشوش درباره‌ی علم ایجاد کرده است. این سو تفاهم از یک سو مسیری هموار برای انواع خرافات و شبه علم و نگرش‌های ضدعقلانی حتی در بالاترین سطوح تصمیم‌گیر و تصمیم‌ساز فراهم آورده است؛ از انرژی‌درمانی، طب‌ سنتی تا طالع‌بینی و هومیوپاتی و فال‌گیری و عرفان کوانتومی مولانا. و از سویی دیگر  قرائتی پوزتیستی و متعلق به 70 سال پیش از علم، که هر معرفت معتبری را منحصر به علم و آن هم علم تجربی می‌داند و در نگاهی سطحی و پیش‌پاافتاده فلسفه را «فلسفه‌بافی» ترجمه می‌کند و متافیزیک را با جن‌وپری و  جادو جنبل یکی دانسته و می‌اندیشد که علم علاوه بر حوزه «هست‌ها» در حوزه «بایدها» هم ابزار یا روش شناختی کافی است. ما در پادکست فلسفه علم تلاش کرده‌ایم گفت‌وگو درباره علم را به عرصه عمومی بیاوریم. چون می‌اندیشیم که آشنایی با مباحث فلسفه علم برای دانشجویان ما، سازمان‌ها و نهادهای ما، حاکمان ما، رسانه‌های ما و دانشگاهیان و اندیشمندان ما بسیار بسیار ضروری است. .در این مسیر امیرحسن موسوی دانش آموخته فلسفه علم و تکنولوژی با پژمان نوروزی همکلام شده و با کارگردانی سیاوش صفاریان‌پور   به بیان سرفصلهایی مهم از فلسفه علم می‌پردازند. این پادکست کاری است از بنیاد جایزه چراغ. امیدواریم پادکست فلسفه علم سهم کوچکی در ساختن ایرانی بهتر، که فکر می‌کنیم همان ایران عقلانی‌تر است، داشته باشد.  حمایت مالی:  پادکست فلسفه علم رایگان است و شنوندگان هیچ مسسولیت اخلاقی، قانونی یا عرفی برای پرداخت هزینه ندارند. اگر خواستید لطف کنید و به ارتقای کیفیت و بقای این پادکست کمک کنید، از لینک زیر می‌توانید از پادکست فلسفه علم حمایت مالی کنید.:  https://cheraghprize.com/donate/  متن پیاده شده اپیزودهای پادکست فلسفه علم در آدرس زیر در دسترس است:  https://cheraghprize.com/pos/,24,https://open.spotify.com/show/4j1HRDJ3U62lg6lMgmmYGJ
72,پادکست آموزش زبان انگلیسی عطایی آنلاین,Ali akbar Ataei,در پادکست آموزش زبان انگلیسی عطایی آنلاین سعی میکنم راهنمای مطمئنی برای شما زبان دوستان باشم تا بتونید مسیر درستی رو برای یادگیری زبان در پیش بگیرید و حتی اگر مسیر رو درست نرفتید بتونید از مشاوره ها و مطالب آموزشی رایگان این پادکست استفاده کنید تا زبان رو بهتر یاد بگیرید.  تاکید میکنم که یک پادکست هیچ وقت جای یک کلاس و یک استاد رو نمیگیره و اینجا صرفا جایی برای کمک به یادگیری بهتر شماست.,30,https://open.spotify.com/show/03jeQR4CVXfFRxpAaHcNxK
73,پادکست ناوکست / Navcast,Roshan Abady,قسمتهای این فصل از ناوکست به صورت پیوسته به ترجمهٔ مستقل کتاب انسان خردمند میپردازند.اینجا بخش به بخش پیش میریم و قصد داریم با هویت خودمون بیشتر آشنا بشیم,75,https://open.spotify.com/show/2r3S4hgcs0ksj5V9jSuK0M
74,True Crime Farsi پادکست جنایی,True Crime Farsi,من امید هستم و شما شنونده پرونده های جنایی واقعی از پادکست  ترو کرایم فارسی هستیدشما همچنین میتوانید این داستان های جنایی واقعی رو همراه با فیلم و عکس های پرونده در کانال یوتیوب ما تماشا کنید، این خودش حمایت بزرگی هست از من و کانال ترو کرایم فارسی. Hosted on Acast. See acast.com/privacy for more information.,15,https://open.spotify.com/show/5AaqSXfsqcQDQvg21Cq2rd
75,گزیده پادکست فارسی | Persian Podcast Selection,گزیده پادکست فارسی,من آنچه شرط بلاغ است با تو می‌گویم. تو خواه از سخنم پند گیر و خواه ملال. گزیده‌ای از بخش‌ها و اپیزودهای منتخب پادکست فارسی بخصوص فایل‌های صوتی‌ای که در تلگرام و پیام‌رسان‌ها دست به دست می‌شوند. توجه: مطالب و نظرات ارائه شده در اپیزودها لزوما مورد تائید گردانندگان این پادکست نیست. هدف از اشتراک آنها کثرت‌گرایی و ایجاد فرصت برای عرضه عقاید، نظرات و دیدگاه‌های گوناگون است.,62,https://open.spotify.com/show/4seBu0zlK7yMSOkckxMPdJ
76,Rozaneh | پادکست فارسی روزنه,AmirAbbas ,The Gap From Where The Light Shines In. راوی اجتماعی که داخل اون زندگی میکنیم,8,https://open.spotify.com/show/0lJxO4P9TeHpkfe7WkZwIz
77,روانشناسی دکتر هلاکویی,Hooman,مجموعه سخنرانی های دکتر هلاکویی,65,https://open.spotify.com/show/549aODWLSiqSyrGTUvkaQ3
78,Hi Medit های مدیت | پادکست مدیتیشن | مراقبه| خواب عمیق ,Hi Medit,ما در این #پادکست میخواهیم آرامش که یکی از جواهرات #زیبای خرد هست بهتون بدهیم. #مراقبه شما را به دنیای دیگری نمی برد ، اما عمیق ترین و عالی ترین ابعاد جهانی را که در آن زندگی می کنید ، آشکار می کند Meditation and Mindfulness سعی میکنیم هر روز با هم مدیتیشن انجام دهیم همینطور با مدیتیشن های ما خواب عمیق و راحتی تجربه میکنید    #مدیتیشن #ذهن_آگاهی #یوتوب #خواب #رادیو #یوگا #زندگی #مدیتیشن_صبگاهی بهترین پادکست مدیتیشن,49,https://open.spotify.com/show/1I92S7L49YNJVcJMLRT03M
79,کتاب شب,KetabeShab,این پادکست یک لیست شخصی از داستانهای کوتاه انتخابی است که توسط بهروز رضوی برای سایت ایرانصدا و تحت عنوان کتاب شب خوانده شده اند,59,https://open.spotify.com/show/4zbjxcSRDGFpPbaqJ3UOqk
80,پادکست ۱۰ صبح,10amPodcast,پادکست ۱۰ صبح پرشنونده‌ترین پادکست تخصصی مدیریت، کارآفرینی و استارتاپ به زبان فارسی است که توسط امید اخوان و میثم زرگرپور بنیان گذاشته شده است در ده صبح درباره رشد مقیاس پذیر، جذب سرمایه، مدل کسب و کار، راه‌اندازی استارت آپ، شبکه‌ سازی، مهارت‌های نرم،... صحبت شده و همچنین با بنیانگذاران استارتاپهای موفق مانند اسنپ، دیجیکالا، علی بابا، فناپ، اسنپ فود، الوپیک، استادکار، پیاده، ... جهت انتقال تجربه عملی آنها مصاحبه شده است #پادکست۱۰صبح را با این شناسه در اینستاگرام دنبال کنید: 10ampodcast Hosted on Acast. See acast.com/privacy for more information.,163,https://open.spotify.com/show/0PJtujsdOLJ8DJyPECMU3T
81,کتاب صوتی قدرت من هستم (جذب انرژی مثبت، جذب کننده برکت و فراوانی),ms,"جول اوستین در کتاب صوتی قدرت من هستم، به صورت کامل درباره قدرت کلام و ""من هستم""‌هایی که بر زبان می‌آوریم صحبت کرده است. چرا که من هستم‌هایی که از زبان شما بیرون می‌آید، موفقیت و یا شکست را برای شما به ارمغان می‌آورند. این کتاب در سال 2015 به چاپ رسید و تبدیل به یکی از پرفروش‌ترین و محبوب‌ترین کتاب‌های جول اوستین شد.جول اوستین در کتاب قدرت من هستم (The Power of I Am) تمام تلاش خود را می‌کند که به خواننده این پیام را برساند که هر صفت یا عبارتی که بین دو کلمه من هستم قرار دهد، به نحوی آن را به زندگی خود دعوت کرده‌ است. Hosted on Acast. See acast.com/privacy for more information.",19,https://open.spotify.com/show/2VQcdOPuAjKEeUVpDGERQU
82,پادکست همدست,podcast.hamdast,توی هر موضوعی همدست همدیگه‌ایم. تو هم همدست ما باش!,10,https://open.spotify.com/show/5PlDPQqB2YzrbTakVWPAoD
83,Terrace | تراس,امیرپارسا نشاط,نقطه‌ی جذاب مهمونی ها، تراسه! آدم های غریبه یا آشنا وقتی وارد تراس می‌شن، دیگه اون مرز های همیشگی رو ندارن. خیلی ها داستان زندگی یا حرف های ذهن‌شون رو برات تعریف می‌کنن. باهات صمیمی می‌شن و بی‌پرده حرف می‌زنن. پادکست تراس هم از همین نقطه‌ی جذاب شکل گرفته. یک پادکست گفت‌و‌گو محور، با مهمون هایی گاها آشنا یا غیر‌آشنا که تو هر قسمت، درمورد موضوعات مختلف گپ و گفت می‌کنیم.  اگر پیشنهاد یا نظری داشتین، از طریق دایرکت اینستاگرام یا تلگرام با من در ارتباط باشید. www.t.me/amirparsaneshat www.instagram.com/amirparsaneshat   محتوای تصویری: نگین حیدری HEENموزیک : نیما رمضان و,13,https://open.spotify.com/show/51IMnIGBLDdyLJhrvcu1Yr
84,پادکست تاریخی فارسی شیرکاکائو,EhsanCast,"تو مدتی که شما از ""نوشیدن"" شیرکاکائو لذت می برین من هم براتون ماجرایی را تعریف میکنم که از ""شنیدن"" اون لذت ببرین",10,https://open.spotify.com/show/2zgQH7UCRk28Tu3v7zpWnK
85,ایستگاه فردا,رادیوفردا,ایستگاه فردا تلاش می‌کند بخشی از تعطیلات آخر هفته شنوندگان رادیو فردا را به شکلی متفاوت و البته نه چندان رسمی پرنماید. موسیقی، فضای مجازی ایرانی و ارتباط با مخاطب نقش پررنگی را در«ایستگاه فردا» خواهد داشت.,250,https://open.spotify.com/show/3C6yUl34422MSssRREr1Aj
86,شوخی با تاریخ,رادیوفردا,«شوخی با تاریخ»، پادکستی است که با زبان طنز به رویدادهای تاریخی، خصوصاً زندگی دیکتاتورها، و تأثیری که بر مردم گذاشته‌اند، می‌پردازد.  شوخی با تاریخ هر دوشنبه با مخاطبان رادیوفردا به اشتراک گذاشته می‌شود و تهیه‌کننده این پادکست جلال سعیدی است.,17,https://open.spotify.com/show/3mqtedOKu51GpvTYLRobnp
87,پادکست کمدی صبا | Saba Comedy Podcast ,DoctorSaba,پادکست طنز صبا با نگاه طنز آلود به مباحث روز اجتماعی، فرهنگی می پردازد . این برنامه به صورت مجموعه پادکست منتشر خواهد شد.  ایمیل برنامه : DrSaba@mail.de برنامه طنز صبا تقدیم به همه شنوندگان این پادکست. ---------------------------------------- Saba comedy podcast deals with social and cultural issues with a humorous look.,114,https://open.spotify.com/show/459jWAMuWDUcrs0SRMX5dr
88,پادکست,ایمان هاشم آباد,😋😋😋😙😁,6,https://open.spotify.com/show/4SB6O7Is8x9Zo2UOmp0MK8
89,Persis Podcast - پادکست پرسیس,Persis Podcast - پادکست پرسیس,پادکست پرسیس بر اساس اصل “حقیقت گویی” به بررسی مسائل روزمره‌ی اجتماعی، سیاسی، فرهنگی، اقتصادی، ورزشی، و هنری ایران و جهان میپردازد. پادکست پرسیس جریان فکری مشخصی را دنبال نمی‌کند، به جغرافیا خاصی مومن نیست، و سرفصل هر اپیزود بر اساس اهمیت موضوع در زمان ضبط و صرفا علاقه و کنجکاوی مخاطبان و مجریان پادکست انتخاب می‌شود. پرسیس فضایی است برای غرق شدن در گستره‌ی بی‌نهایت شگفتی‌های زمین. فضایی برای پرسیدن، آموختن، مطالبه‌گری، و الهام گرفتن از همه‌ی آنچه که خوب است. این پادکست فقط و فقط با انگیزه‌ی مسئولیت شهروندی بنیانگذاران مجموعه‌ی‌ پرسیس کلید خورده و هیچ انگیزه یا هدف مالی‌ای را دنبال نمی‌کند.,13,https://open.spotify.com/show/5qrU7ZyfRt1FJ9zIKoHXeJ
90,Majoon | پادکست فارسی معجون,Masoud | Navid,یه گوشیدنی خوشمزه با طعم تاریخ. اینجا داستان های تاریخی تعریف می کنیم و سعی داریم به روایت ها، دیدگاه علمی داشته باشیم,21,https://open.spotify.com/show/6E4riM1UXfw2xlpLBEAbdM
91,Persian Wisdom Road,Persian Wisdom Road,Become a Paid Subscriber: https://podcasters.spotify.com/pod/show/wisdom-road/subscribe  درود بر شما دوستان و شنوندگان عزیز   اگر مشکلی دارید میتونید با ایمیل کانال تماس بگیرید  با تشکر  Become a Paid Subscriber: https://anchor.fm/wisdom-road/subscribe  خواندن موضوع های مختلف برای بیشتر کردن علم و دانایی شما دوستان مشتاق کسب علم و دانش  ترجمه و ارائه سمینارهای انگیزشی و آموزشی زندگی و تجارت   برای حمایت از ما در صورت پشتیبانی مالی لطفا با ایمیل زیر تماس حاصل فرمایید  sponsorme86@gmail.com با تشکر فراوان از همراهی و حمایت شما,145,https://open.spotify.com/show/2EzQW49X91hss3MFt3C1c3
92,پادکست جعبه // Jabe Persian Podcast (Mansour Zabetian),Jabe podcast,درِ اين جعبه را كه باز كنيد چيزهايى از ادبيات و فرهنگ و هنر پيدا خواهيد كرد... شايد هم چيزهايى بيشتر... كارى از منصور ضابطيان,29,https://open.spotify.com/show/75QdOJfKfhv8gEutngX4cR
93,Sekke Podcast | پادکست سکه,mehdi naji,پادکست اقتصادی برای غیر اقتصاددان‌ها گپ و گفت‌های اقتصادی کاری از بچه‌های دانشکده اقتصاد دانشگاه تهران Hosted on Acast. See acast.com/privacy for more information.,99,https://open.spotify.com/show/4SSo5jFi8CiN1rIkcQgPa0
94,پادکست فوتبالی فوتبال‌تراپی | FootballTherapy,Iman & Amirali & Reza,فوتبال‌تراپی یک پادکست هفتگی است که در آن ایمان به عنوان میزبان و امیرعلی و رضا به عنوان همراه او هر هفته درباره مهم‌ترین اتفاقات و حواشی لیگ برتر انگلیس حرف می‌زنند. در فوتبال‌تراپی خیلی خبری از آنالیز و تحلیل تاکتیکی نیست، ما سعی می‌کنیم با حرف زدن درباره علاقه مشترکی به نام فوتبال، حالمون رو توی این روزگار غریب خوب نگه داریم. اگر فوتبال برای شما هم یک جور تراپی حساب می‌شه، بیاین که دور هم باشیم. ما هر هفته میهمانانی هم داریم که به جمعمون اضافه می‌شن .فوتبال‌تراپی برای حال خوب با فوتبالسردبیر محتوایی: ایمان جلیلیمدیریت شبکه‌های اجتماعی: امیرعلی محلیمیزبانان قسمت‌های ویژه بوندسلیگا: محمدرضا احمدیلر و علیرضا محمدپورطراحی پوستر هر قسمت: آریا محلیطراح سایت و پشتیبانی: مصطفی ابراهیمی Hosted on Acast. See acast.com/privacy for more information.,161,https://open.spotify.com/show/3bI1hLQiyEnprFlygdcrL7
95,پادکست شنود,Mona Zare,توی پادکست شنود شما نامرئی هستید و شنونده حرف هایی که بین آدم ها توی موقعیت های مختلف رد و بدل میشه. حرف های به ظاهربی اهمیت که ممکنه قصه های زیادی در دلشون باشهنویسنده و تنظیم کننده: مونا زارع Hosted on Acast. See acast.com/privacy for more information.,8,https://open.spotify.com/show/0gwm8NqRTdZrSnVkSVr1Dk
96, پادکست چم و خم | Chamokham,MAHID (Mahla & Vahid),شنیدنی‌هایی برای گذر از راه‌های پر پیچ و خم  در هر اپیزود از این پادکست ما چکیده ای از یک مقاله کاربردی رو براتون ترجمه و تعریف می کنیم.  مقاله ها بر این اساس انتخاب می‌شن که کمکمون کنن زندگی بهتری داشته باشیم از پس مشکلاتی که باهاشون رو به رو میشیم بهتر بر بیایم و در نهایت چم و خم کار دستمون بیاد و یکمی بهتر زندگی کنیم,53,https://open.spotify.com/show/2Q1gUyk86s3xIvlFvkDDq2
97,هزارداستان Hazardastan,Mehran mantashi,معرفی پادکست #هزارداستان  این پادکست حاوی کتابهای صوتی،نمایشنامه های رادیویی،نمایش تک نفره،تله تاتر،داستان های کوتاه وبلند در ژانرهای متفاوت از بزرگان عرصه نویسندگی می باشد .محتوای موجود در این پادکست، صرفنظر از مواضع سیاسی و ایدئولوژیک آنها جمع‌آوری وانتشار داده میشود.این پادکست صرفا جهت دسترسی رایگان فارسی زبانان به منابع مطالعاتی در سرار دنیا شکل گرفته است .اگر مورد علاقتان بود لطفاً به دیگران هم معرفی کنید  با تشکر فراوان مهران منتشی پادکست شما، پادکست #هزارداستان  « تبلیغات پذیرفته نمیشود»,1917,https://open.spotify.com/show/2XYysx21rjoCdHZLL5F2IC
98,پادکست فارسی پارانویا | Paranoia,Parsa Jafari,"‏‏‏‏پادکست پارانویا یه رمان صوتی داستانی و سریالیه که به علاقه مندای سبک های ترسناک و معمایی پیشنهاد می کنم. ""این پادکست مناسب افراد زیر ۱۸ سال نمی باشد"" #پارانویا نویسنده و راوی : پارسا جعفری موسیقی اختصاصی : پارسا جعفری  حمایت مالی : https://hamibash.com/paranoiapodcast/ اینستاگرام : www.instagram.com/parsa.jafari/ تلگرام : https://t.me/parsastream یوتیوب :  https://www.youtube.com/channel/UCvr9cWhXYRuaZE11IE_GbKQ",25,https://open.spotify.com/show/5eQ01xhHF0Z7kmiZCIx2XU
99,قصه های هزار و یک شب | hezaroiekshab | Hezaro Yek Shab,سهیل صلح‌جو,در اینجا، قصه‌های هزارویکشب را با هم می‌شنویم.  کتابی که من برایِ تهیه‌یِ این مجموعه در اختیار دارم ترجمه‌ایِ است از زمانِ فتحعلیشاهِ قاجار (به دستورِ نوه‌یِ وی، بهمن میرزا) به قلمِ ملا عبداللطیف طسوجی که انتخابِ اشعارِ فارسیِ آن بر عهده‌یِ میرزا سروش بوده. در این ترجمه، بعضی جملات و ابیات ترجمه نشده و همان عباراتِ عربی به کار رفته که گاه از روان بودنِ متن می‌کاهد. از این روی، من گاه بخش‌هایِ عربیِ متن را خودم به فارسی ترجمه می‌کنم، و در صورتِ لزوم متن را -با کمترین تغییرات- ویرایش می‌کنم. تمامِ این تغییرات و معانیِ بعضی کلمات را (از شبِ بیست و نهم) می‌توانید در توضیحاتِ هر قسمت بیابید.,135,https://open.spotify.com/show/4jxotHeg0JTThVFd5AdzGp
100, پادکست شنبه این هفته ,MAHID (Mahla & Vahid),این یک پادکست گفت‌و‌گو محوره، یعنی در هر اپیزود به موضوعاتی میپردازیم که با صحبت کردن درموردشون بتونیم رو به پیشرفت کردن قدم برداریم!  از فصل چهارم که موضوعات مرتبط به زوج‌ها هستن، همراهمون متخصصینی رو داریم که با علم و آگاهی خودشون راهنماییمون میکنن و از نظرات کارشناسانشون در رابطه با موضوعات پادکست بهره‌مند میشیم.  در بعضی از اپیزود‌ها مهمون داریم مهمونایی که مسیر زندگیشون رو با ما با اشتراک میذارن. شنیدن داستان زندگی آدم‌های مختلف گاهی دردناکه و گاهی امید‌بخش و باعث میشه بدونیم هر کدوم از ما رو این کره‌ی خاکی سخت تلاش میکنیم تا خوب زندگی کنیم.  پادکست دوم: پادکست چم وخم,81,https://open.spotify.com/show/2QTbFFXeEvlAmQPdnjs5EN
101,کتاب صوتی هری پاتر,گروه فرهنگی هنری به گوش,مجموعه کامل کتاب صوتی هری پاتر هری پاتر و سنگ جادو هری پاتر و تالار اسرار هری پاتر و زندانی آزکابان هری پاتر و جام آتش هری پاتر و محفل ققنوس هری پاتر و شاهزاده هری پاتر و یادگاران مرگ,101,https://open.spotify.com/show/7JwsQtA8Tw8ncDJAbCIBwe
102,Yadi Az Gozashteh | پادکست یادی از گذشته,PersianBMS,در برنامه یادی از گذشته هر بار خاطره ای از گذشته های دور یا نزدیک توسط یکی از همکاران بازخوانی و اجرا می شود. خاطراتی که یا واقعی هستند یا برگرفته از واقعیت که با چاشنی تخیل بازنویسی شده اند.,54,https://open.spotify.com/show/5DSS3T0OqA5k6TzGmMCQWJ
